April 2011,11,None
April 2011,12,None
April 2011,13,None
April 2011,14,None
April 2011,15,None
April 2011,16,Yosuke Hanamura
April 2011,17,None
April 2011,18,Chie Satonaka
April 2011,19,None
April 2011,20,Yosuke Hanamura
April 2011,21,Daisuke Nagase
April 2011,22,Yosuke Hanamura
April 2011,23,Daisuke Nagase
April 2011,24,Yosuke Hanamura
April 2011,25,Eri Minami
April 2011,26,Daisuke Nagase
April 2011,27,None
April 2011,28,Yumi Ozawa
April 2011,29,None
April 2011,30,None
May 2011,1,Marie
May 2011,2,None
May 2011,3,Nanako Dojima
May 2011,4,Chie Satonaka
May 2011,5,Fox
May 2011,6,Eri Minami
May 2011,7,None
May 2011,8,Marie
May 2011,9,None
May 2011,10,None
May 2011,11,None
May 2011,12,Yumi Ozawa
May 2011,13,Eri Minami
May 2011,14,None
May 2011,15,None
May 2011,16,None
May 2011,17,Yukiko Amagi
May 2011,18,"Day: Daisuke Nagase, Night: Nanako Dojima"
May 2011,19,None
May 2011,20,"Day: Tohru Adachi, Night: Nanako Dojima"
May 2011,21,Eri Minami
May 2011,22,Yukiko Amagi
May 2011,23,"Day: Tohru Adachi, Night: Nanako Dojima"
May 2011,24,Yumi Ozawa
May 2011,25,"Day: Yukiko Amagi, Night: Nanako Dojima"
May 2011,26,"Day: Yumi Ozawa, Night: Ryotaro Dojima"
May 2011,27,"Day: Eri Minami, Night: Tohru Adachi"
May 2011,28,"Day: Eri Minami, Night: Ryotaro Dojima"
May 2011,29,"Day: Daisuke Nagase, Night: Ryotaro Dojima"
May 2011,30,"Day: Eri Minami, Night: Tohru Adachi"
May 2011,31,Daisuke Nagase
June 2011,1,Yukiko Amagi
June 2011,2,"Day: Yumi Ozawa, Night: Nanako Dojima"
June 2011,3,"Day: Fox, Night: Ryotaro Dojima"
June 2011,4,None
June 2011,5,Chie Satonaka
June 2011,6,Ryotaro Dojima
June 2011,7,None
June 2011,8,None
June 2011,9,Daisuke Nagase
June 2011,10,Tohru Adachi
June 2011,11,"Day: Kanji Tatsumi, Night: Nanako Dojima"
June 2011,12,Yukiko Amagi
June 2011,13,Eri Minami
June 2011,14,Yumi Ozawa
June 2011,15,None
June 2011,16,Ryotaro Dojima
June 2011,17,None
June 2011,18,None
June 2011,19,Kanji Tatsumi
June 2011,20,"Day: Eri Minami, Night: Ryotaro Dojima"
June 2011,21,Yumi Ozawa
June 2011,22,None
June 2011,23,None
June 2011,24,Eri Minami
June 2011,25,None
June 2011,26,"Day: Kanji Tatsumi, Night: Nanako Dojima"
June 2011,27,Yosuke Hanamura
June 2011,28,"Day: Daisuke Nagase, Night: Nanako Dojima"
June 2011,29,Kanji Tatsumi
June 2011,30,Ai Ebihara
July 2011,1,"Day: Fox, Night: Sayoko Uehara"
July 2011,2,"Day: Daisuke Nagase, Night: Nanako Dojima"
July 2011,3,Kanji Tatsumi
July 2011,4,Chie Satonaka
July 2011,5,Chie Satonaka
July 2011,6,Ai Ebihara
July 2011,7,"Day: Ai Ebihara, Night: Sayoko Uehara"
July 2011,8,None
July 2011,9,None
July 2011,10,None
July 2011,11,Nanako Dojima
July 2011,12,"Day: Fox, Night: Ryotaro Dojima"
July 2011,13,"Day: Naoki Konishi, Night: Sayoko Uehara"
July 2011,14,"Day: Naoki Konishi, Night: Sayoko Uehara"
July 2011,15,"Day: Ai Ebihara, Night: Sayoko Uehara"
July 2011,16,"Day: Fox, Night: Nanako Dojima"
July 2011,17,"Day: Hisano Kuroda, Night: Ryotaro Dojima"
July 2011,18,"Day: Naoki Konishi, Night: Nanako Dojima"
July 2011,19,None
July 2011,20,None
July 2011,21,None
July 2011,22,None
July 2011,23,Rise Kujikawa
